timestamp,feedback,magnitude,reward,cart_position,cart_velocity,pole_angle,pole_velocity,episode,timestep
0.00010037422180175781,positive,10.0,10.0,0.00018359637761022896,-0.35919272899627686,-0.01278645545244217,0.565949559211731,40,2
0.00013637542724609375,positive,10.0,10.0,-0.007000258658081293,-0.16389375925064087,-0.001467464491724968,0.26926594972610474,40,3
0.0001690387725830078,positive,10.0,10.0,-0.010278133675456047,-0.3589947521686554,0.003917854279279709,0.5614856481552124,40,4
0.00020051002502441406,positive,10.0,10.0,-0.017458029091358185,-0.16392798721790314,0.015147567726671696,0.2700396180152893,40,5
0.0002613067626953125,positive,10.0,10.0,-0.02792184427380562,-0.5546668767929077,0.031897589564323425,0.8665464520454407,40,7
0.0003216266632080078,positive,10.0,10.0,-0.04621504619717598,-0.1655941754579544,0.060909733176231384,0.30728283524513245,40,9
0.0003521442413330078,positive,10.0,10.0,-0.04952692985534668,0.02860935963690281,0.06705538928508759,0.0344141460955143,40,10
0.0004115104675292969,positive,10.0,10.0,-0.052302878350019455,-0.36342373490333557,0.0746932178735733,0.6607295274734497,40,12
0.0005834102630615234,positive,10.0,10.0,-0.037777211517095566,0.7990094423294067,0.07477118074893951,-0.9171993732452393,40,18
0.0006153583526611328,positive,10.0,10.0,-0.021797021850943565,0.6029605269432068,0.05642719566822052,-0.6019853949546814,40,19
0.0006475448608398438,positive,10.0,10.0,-0.009737811982631683,0.4070965647697449,0.044387489557266235,-0.2920762300491333,40,20
0.0007364749908447266,positive,10.0,10.0,0.0029458918143063784,-0.1799350380897522,0.04520854353904724,0.6235316395759583,40,23
0.0007660388946533203,positive,10.0,10.0,-0.0006528089288622141,0.014527522958815098,0.057679176330566406,0.345422625541687,40,24
0.0007960796356201172,positive,10.0,10.0,-0.0003622584918048233,0.2087835818529129,0.06458763033151627,0.07147140055894852,40,25
0.0009405612945556641,positive,10.0,10.0,0.0281236432492733,0.7888922095298767,0.06435456871986389,-0.6925542950630188,40,30
0.0009987354278564453,positive,10.0,10.0,0.05576027184724808,0.7873090505599976,0.04289695620536804,-0.6566672921180725,40,32
0.0010302066802978516,positive,10.0,10.0,0.07150645554065704,0.5916170477867126,0.029763611033558846,-0.35079145431518555,40,33
0.0010609626770019531,positive,10.0,10.0,0.08333879709243774,0.7863033413887024,0.022747782990336418,-0.6339423656463623,40,34
0.0010912418365478516,positive,10.0,10.0,0.09906486421823502,0.5908715724945068,0.010068935342133045,-0.33418330550193787,40,35
0.0011217594146728516,positive,10.0,10.0,0.11088228970766068,0.39560776948928833,0.0033852695487439632,-0.03834223002195358,40,36
0.0012083053588867188,positive,10.0,10.0,0.12290876358747482,0.2002907693386078,0.01870485208928585,0.2586759924888611,40,39
0.0012669563293457031,positive,10.0,10.0,0.1270127147436142,0.19968558847904205,0.03502236306667328,0.27213427424430847,40,41
0.0012965202331542969,positive,10.0,10.0,0.1310064196586609,0.0040818508714437485,0.04046504944562912,0.5756544470787048,40,42
0.0013837814331054688,positive,10.0,10.0,0.13511615991592407,0.19705745577812195,0.06998993456363678,0.3307020962238312,40,45
0.0014421939849853516,positive,10.0,10.0,0.1390775591135025,0.1949881762266159,0.08949616551399231,0.3769991397857666,40,47
0.0019159317016601562,positive,10.0,10.0,0.33803892135620117,1.3384350538253784,0.0853462964296341,-0.7821959853172302,40,63
0.0020635128021240234,positive,10.0,10.0,0.43267038464546204,0.3584645986557007,0.0700661689043045,0.7823951840400696,40,68
0.0020952224731445312,positive,10.0,10.0,0.4398396909236908,0.16245318949222565,0.08571407198905945,1.096273422241211,40,69
0.0021848678588867188,negative,10.0,-10.0,0.4534143805503845,0.3532352149486542,0.14739631116390228,0.9048954248428345,40,72
0.002244234085083008,negative,10.0,-10.0,0.47140079736709595,0.34909605979919434,0.17873287200927734,1.0018149614334106,40,74
0.0003445148468017578,positive,10.0,10.0,-0.030719561502337456,-0.3585127294063568,0.02099584974348545,0.5340597629547119,41,6
0.00037789344787597656,positive,10.0,10.0,-0.037889815866947174,-0.16369223594665527,0.03167704492807388,0.2480657696723938,41,7
0.0004088878631591797,positive,10.0,10.0,-0.04116366058588028,-0.3592519164085388,0.03663836047053337,0.5505696535110474,41,8
0.00048041343688964844,positive,10.0,10.0,-0.05164196342229843,-0.36043161153793335,0.05304278805851936,0.5769747495651245,41,10
0.0005123615264892578,positive,10.0,10.0,-0.058850597590208054,-0.1660917103290558,0.06458228081464767,0.3014621436595917,41,11
0.0007491111755371094,positive,10.0,10.0,-0.06740004569292068,0.21703706681728363,0.09037221968173981,-0.12809038162231445,41,17
0.0008611679077148438,positive,10.0,10.0,-0.04275360330939293,0.7984515428543091,0.06689728796482086,-0.9211675524711609,41,20
0.0008931159973144531,positive,10.0,10.0,-0.026784570887684822,0.6024924516677856,0.04847393557429314,-0.6082332730293274,41,21
0.0009238719940185547,positive,10.0,10.0,-0.014734720811247826,0.40672755241394043,0.036309272050857544,-0.3006850481033325,41,22
0.0010771751403808594,positive,10.0,10.0,-0.005666270386427641,0.014616839587688446,0.04861447215080261,0.3264332115650177,41,26
0.0011510848999023438,positive,10.0,10.0,-0.0011936507653445005,0.013146632350981236,0.05613251402974129,0.35902735590934753,41,28
0.0011820793151855469,positive,10.0,10.0,-0.0009307181462645531,0.20742756128311157,0.0633130595088005,0.08455923944711685,41,29
0.0012123584747314453,positive,10.0,10.0,0.0032178331166505814,0.011457877233624458,0.06500424444675446,0.39652639627456665,41,30
0.0013005733489990234,positive,10.0,10.0,0.007558994926512241,0.3996056020259857,0.07543528825044632,-0.14378488063812256,41,32
0.0014605522155761719,positive,10.0,10.0,0.055007174611091614,0.3958350419998169,0.043340958654880524,-0.060249559581279755,41,36
0.0014925003051757812,positive,10.0,10.0,0.0629238709807396,0.20011933147907257,0.042135968804359436,0.24578657746315002,41,37
0.0016067028045654297,positive,10.0,10.0,0.07099173963069916,0.3930995464324951,0.06356006860733032,0.00014835590263828635,41,40
0.0017201900482177734,positive,10.0,10.0,0.09062201529741287,0.19523794949054718,0.07061100006103516,0.3540746569633484,41,43
0.001873016357421875,positive,10.0,10.0,0.1217179223895073,0.19093264639377594,0.07840531319379807,0.4494830369949341,41,47
0.0019037723541259766,positive,10.0,10.0,0.12553657591342926,0.38486313819885254,0.08739497512578964,0.18250851333141327,41,48
0.0019757747650146484,positive,10.0,10.0,0.14480650424957275,0.7723397612571716,0.08941763639450073,-0.34400197863578796,41,50
