episode_index,episode_length,is_successful
0,10,False
1,12,False
2,15,False
3,10,False
4,11,False
5,13,False
6,14,False
7,19,False
8,10,False
9,12,False
10,13,False
11,12,False
12,12,False
13,25,False
14,20,False
15,27,False
16,21,False
17,16,False
18,46,False
19,12,False
20,14,False
21,10,False
22,58,False
23,68,False
24,16,False
25,27,False
26,36,False
27,66,False
28,31,False
29,39,False
30,11,False
31,13,False
32,19,False
33,11,False
34,16,False
35,47,False
36,14,False
37,67,False
38,39,False
39,48,False
40,71,False
41,18,False
42,35,False
43,60,False
44,79,False
45,38,False
46,28,False
47,106,False
48,77,False
49,52,False
50,80,False
51,85,False
52,69,False
53,58,False
54,84,False
55,93,False
56,86,False
57,70,False
58,76,False
59,76,False
60,63,False
61,39,False
62,99,False
63,81,False
64,64,False
65,77,False
66,80,False
67,79,False
68,63,False
69,29,False
70,67,False
71,77,False
72,83,False
73,73,False
74,75,False
75,119,False
76,41,False
77,88,False
78,108,False
79,83,False
80,82,False
81,81,False
82,77,False
83,78,False
84,73,False
85,83,False
86,64,False
87,69,False
88,84,False
89,81,False
90,70,False
91,76,False
92,85,False
93,78,False
94,38,False
95,78,False
96,106,False
97,75,False
98,80,False
99,81,False
