episode_index,episode_length,is_successful
0,25,False
1,13,False
2,9,False
3,20,False
4,21,False
5,40,False
6,25,False
7,28,False
8,11,False
9,13,False
10,17,False
11,31,False
12,17,False
13,14,False
14,17,False
15,16,False
16,21,False
17,44,False
18,32,False
19,17,False
20,29,False
21,18,False
22,28,False
23,45,False
24,20,False
25,49,False
26,14,False
27,15,False
28,16,False
29,37,False
30,17,False
31,56,False
32,29,False
33,16,False
34,25,False
35,26,False
36,19,False
37,26,False
38,29,False
39,21,False
40,22,False
41,24,False
42,58,False
43,63,False
44,58,False
45,70,False
46,21,False
47,46,False
48,57,False
49,46,False
50,88,False
51,56,False
52,52,False
53,56,False
54,63,False
55,45,False
56,56,False
57,56,False
58,56,False
59,78,False
60,61,False
61,74,False
62,64,False
63,58,False
64,62,False
65,78,False
66,84,False
67,84,False
68,96,False
69,113,False
70,69,False
71,85,False
72,36,False
73,95,False
74,116,False
75,110,False
76,102,False
77,15,False
78,123,False
79,124,False
80,136,False
81,142,False
82,121,False
83,127,False
84,126,False
85,144,False
86,132,False
87,118,False
88,140,False
89,131,False
90,153,False
91,124,False
92,141,False
93,125,False
94,133,False
95,131,False
96,115,False
97,126,False
98,126,False
99,128,False
